site_id,site_name,latitude,longitude,altitude,city,station_name_chinese
1377A,Sanshui monitoring station,23.1572,112.885,-3,Foshan ,三水监测站
1378A,Three water clouds East China Sea,23.1886,112.863,41,Foshan ,三水云东海
1379A,Chinese cedar garden,22.5211,113.3769,7,Zhongshan ,华柏园
1380A,Zhang Xi,22.5497,113.3881,2,Zhongshan ,张溪
1381A,Zima Ridge,22.5111,113.4075,9,Zhongshan ,紫马岭
1382A,Yangtze river tourism area,22.4853,113.4411,23,Zhongshan ,长江旅游区
1383A,North Street,22.6069,113.104,19,Jiangmen ,北街
1384A,west area.,22.5811,113.074,20,Jiangmen ,西区
1385A,Kwebong West,22.5311,113.0219,17,Jiangmen ,圭峰西
1386A,East Lake (comparison point),22.5931,113.0819,8,Jiangmen ,东湖(对照点)
1387A,East main mountain,23.05361111,113.7819444,28,Dongguan,东城主山
1388A,Nancheng Yuanling,23.02777778,113.7461111,22,Dongguan,南城元岭
1389A,"Itchon, Wanseong",23.06,113.7480556,10,Dongguan,莞城梨川
1390A,Higashi Ishii,23.01277778,113.7944444,35,Dongguan,东城石井
1391A,Nancheng Xiping,22.96583333,113.7383333,36,Dongguan,南城西平
1392A,Jinshan Huzi station on the Henan coast,23.0528,114.4183,17,Huizhou ,河南岸金山湖子站
1393A,Xiapu Hengjiang third road station,23.08,114.4053,12,Huizhou ,下埔横江三路子站
1394A,Jiangbei Yun Shanxi road station,23.1142,114.4103,26,Huizhou ,江北云山西路子站
1395A,"Chengxiu road Chuanhuzi station, Huiyang District",22.8172,114.3244,59,Huizhou ,惠阳区承修路船湖子站
1396A,Daya Bay Management Committee sub-station,22.7422,114.5317,6,Huizhou ,大亚湾管委会子站
1397A,Mugangzi Station,23.0706,112.427,13,Zhaoqing ,睦岗子站
1398A,Urban neutron station,23.0528,112.471,14,Zhaoqing ,城中子站
1399A,Keng Kouzi Station,23.1617,112.565,8,Zhaoqing ,坑口子站
1400A,Qixing Yanzi Station,23.0786,112.4722,6,Zhaoqing ,七星岩子站
1401A,Zhenning garden,22.7875,108.301,89,Nanning ,振宁花园
1402A,North Lake,22.8561,108.316,78,Nanning ,北湖
1403A,Municipal monitoring station,22.8225,108.321,88,Nanning ,市监测站
1404A,Nature garden,22.805,108.383,130,Nanning ,大自然花园
1405A,roselle,22.7906,108.439,63,Nanning ,仙葫
1406A,District agricultural vocational hospital,22.8464,108.239,83,Nanning ,区农职院
1407A,Yinghua Garden,22.735,108.328,110,Nanning ,英华嘉园
1408A,Shajing Town street office,22.7833,108.244,91,Nanning ,沙井镇街道办
1409A,Dongzhai Port,19.9507,110.576,3,Haikou ,东寨港
1410A,Hainan University,20.0574,110.3232,5,Haikou ,海南大学
1411A,Xiuying Hainan Hospital,20.0053,110.283,21,Haikou ,秀英海南医院
1412A,Hainan Normal University,19.9969,110.338,19,Haikou ,海南师范大学
1413A,Longhua Road environmental protection Bureau dormitory,20.0356,110.33,7,Haikou ,龙华路环保局宿舍
1414A,Jinyun Mountain (comparison point),29.8272,106.379,907,Chongqing ,缙云山（对照点）
1415A,Gao Jia Garden (out of service 161118),29.5736,106.46,272,Chongqing ,高家花园(停运161118)
1416A,born,29.8264,106.424,244,Chongqing ,天生
1417A,Two routes,29.7228,106.626,456,Chongqing ,两路
1418A,Hogye,29.5983,106.296,298,Chongqing ,虎溪
1419A,Nanping,29.5186,106.54,198,Chongqing ,南坪
1420A,Tang Jiatuo,29.6219,106.65,243,Chongqing ,唐家沱
1421A,Tea plantation,29.4892,106.634,268,Chongqing ,茶园
1422A,Bai Shiyi,29.4822,106.364,308,Chongqing ,白市驿
1423A,Jiefang Monument (out of service 170928),29.5642,106.571,275,Chongqing ,解放碑(停运170928)
1424A,Yeung Ka Ping (outage 161118),29.5164,106.512,268,Chongqing ,杨家坪(停运161118)
1425A,airport,29.7125,106.617,442,Chongqing ,空港
1426A,Xinshan Village,29.4892,106.468,294,Chongqing ,新山村
1427A,Regia,29.6453,106.562,279,Chongqing ,礼嘉
1428A,The CAI family,29.709,106.452,207,Chongqing ,蔡家
1429A,Yu Xin Street,29.389,106.513,196,Chongqing ,鱼新街
1430A,South Spring (out of service 161119),29.4272,106.591,252,Chongqing ,南泉(停运161119)
1431A,Golden spring and two rivers,30.72358333,103.97275,518,Chengdu ,金泉两河
1432A,Shilidian,30.6872,104.176,492,Chengdu ,十里店
1433A,Sanwa kiln,30.5706,104.079,481,Chengdu ,三瓦窑
1434A,Shahe Shop,30.63,104.1113889,488,Chengdu ,沙河铺
1435A,Liangjiaxiang,30.685,104.074,500,Chengdu ,梁家巷
1436A,Caotang Temple (no longer in service),30.6544,104.026,500,Chengdu ,草堂寺（已停运）
1437A,Junping Street,30.6578,104.054,498,Chengdu ,君平街
1438A,Divine Rock Temple,31.0283,103.613,982,Chengdu ,灵岩寺
1439A,Ma On Shan,26.6029,106.6856,1211,Guiyang ,马鞍山
1440A,Municipal environmental protection station,26.5689,106.6971,1080,Guiyang ,市环保站
1441A,Jianhu Road,26.6266,106.6243,1276,Guiyang ,鉴湖路
1442A,Swallow Chong,26.6343,106.7487,1080,Guiyang ,燕子冲
1443A,Nest of azure Clouds,26.4364,106.6554,1112,Guiyang ,碧云窝
1444A,Zhongyuan village,26.5155,106.6948,1079,Guiyang ,中院村
1445A,Red side gate,26.6009,106.7105,1093,Guiyang ,红边门
1446A,Xinhua Road,26.5697,106.7164,1066,Guiyang ,新华路
1447A,Taici Bridge,26.5495,106.6867,1101,Guiyang ,太慈桥
1449A,Switch off,25.0124,102.743,1894,Kunming ,关上
1450A,Chenggong New District,24.8885,102.821,1925,Kunming ,呈贡新区
1451A,Xishan Forest Park (comparison point),24.9624,102.625,2220,Kunming ,西山森林公园(对照点)
1452A,Longquan Town,25.0836,102.728,1895,Kunming ,龙泉镇
1453A,Dongfeng East Road,25.0405,102.722,1895,Kunming ,东风东路
1454A,Geumjeongsan,25.067,102.681,1902,Kunming ,金鼎山
1455A,Biji Square,25.0359,102.638,1895,Kunming ,碧鸡广场
1456A,Barkhor Street,29.6514,91.1319,3654,Lhasa ,八廓街
1457A,Municipal Environmental Protection Bureau,29.6747,91.1221,3655,Lhasa ,市环保局
1458A,District monitoring station,29.6475,91.0874,3647,Lhasa ,区监测站
1459A,Xizang University,29.6541,91.1774,3660,Lhasa ,西藏大学
1460A,District radiation station,29.6588,90.9798,3663,Lhasa ,区辐射站
1461A,Lhasa Railway Station,29.6292,91.0834,3646,Lhasa ,拉萨火车站
1462A,High voltage switch factory,34.2749,108.882,396,Xi 'an ,高压开关厂
1463A,Xingqing community,34.2629,108.993,437,Xi 'an ,兴庆小区
1464A,Textile ,34.2572,109.06,444,Xi 'an ,纺织城
1465A,Kozhai,34.2324,108.94,415,Xi 'an ,小寨
1466A,Municipal People's Stadium,34.2713,108.954,410,Xi 'an ,市人民体育场
1467A,High-tech west District,34.2303,108.883,408,Xi 'an ,高新西区
1468A,Economic development zone,34.3474,108.935,380,Xi 'an ,经开区
1469A,Chang 'an District,34.1546,108.906,439,Xi 'an ,长安区
1470A,Yanliang District,34.6575,109.2,382,Xi 'an ,阎良区
1471A,Lintong District,34.3731,109.2186,453,Xi 'an ,临潼区
1472A,grassland,34.378,108.869,373,Xi 'an ,草滩
1473A,Qujiang Cultural Industry Group,34.1978,108.985,488,Xi 'an ,曲江文化产业集团
1474A,Gwangwontan,34.3274,109.043,378,Xi 'an ,广运潭
1475A,Staff Hospital (Closed 20181115),36.0812,103.7222,1526,Lanzhou ,职工医院（20181115停运）
1476A,Lanlian Hotel,36.1031,103.631,1556,Lanzhou ,兰炼宾馆
1477A,Yuzhong LAN University Campus (comparison point),35.94,104.148,1812,Lanzhou ,榆中兰大校区(对照点)
1478A,Biologics institute,36.0725,103.841,1527,Lanzhou ,生物制品所
1479A,Railway design institute,36.0464,103.831,1532,Lanzhou ,铁路设计院
1480A, environmental monitoring station,36.6428,101.748,2251,Xining ,市环境监测站
1481A,Provincial medical warehouse,36.6922,101.749,2294,Xining ,省医药仓库
1482A,Silu Hospital,36.5819,101.834,2214,Xining ,四陆医院
1483A,The fifth water Works,36.6867,101.524,2388,Xining ,第五水厂
1484A,Helan Mountain Malian mouth (comparison point),38.6016,105.9512,1320,Yinchuan ,贺兰山马莲口(对照点)
1485A,Silver Lake Lane (No service 160703),38.4744,106.2682,1111,Yinchuan ,银湖巷(停运160703)
1486A,Ning 'an Street (closed 160615),38.4536,106.217,1111,Yinchuan ,宁安大街(停运160615)
1487A,Ninghua Living Area (out of service 160703),38.4858,106.0715,1125,Yinchuan ,宁化生活区(停运160703)
1488A,Helan Mountain East Road,38.4975,106.2328,1110,Yinchuan ,贺兰山东路
1489A,Xueyuan Road,38.5036,106.1358,1115,Yinchuan ,学院路
1490A,Monitoring station,43.8303,87.5801,816,Urumqi ,监测站
1491A,Toll booth,43.768,87.6046,921,Urumqi ,收费所
1492A,Xinjiang Academy of Agricultural Sciences farm,43.9469,87.4754,587,Urumqi ,新疆农科院农场
1493A,Railway administration,43.8711,87.5525,744,Urumqi ,铁路局
1494A,Thirty-one secondary,43.831,87.6432,864,Urumqi ,三十一中学
1495A,Seventy-fourth secondary,43.8729,87.4171,757,Urumqi ,七十四中学
1496A,Midong Environmental Protection Bureau,43.962,87.6444,599,Urumqi ,米东区环保局
1508A,Slab pond,27.8614,112.9433,55,Xiangtan ,板塘
1511A,Municipal monitoring station,27.8403,112.9118,48,Xiangtan ,市监测站
1512A,River foot,27.8728,112.8937,49,Xiangtan ,江麓
1513A,Yuetang,27.8159,112.9227,51,Xiangtan ,岳塘
1514A,HKUST,27.9119,112.9074,68,Xiangtan ,科大
1515A,Tiantai Mountain Resort,27.8244,113.135,50,Zhuzhou ,天台山庄
1518A,Chu-ye Hospital,27.8867,113.095,63,Zhuzhou ,株冶医院
1519A, No. 4 Middle schools,27.8667,113.167,62,Zhuzhou ,市四中
1520A,Railway station,27.8381,113.143,35,Zhuzhou ,火车站
1524A,Municipal monitoring station,27.8528,113.13,29,Zhuzhou ,市监测站
1552A,Tongmuling,26.3003,106.805,1449,Guiyang ,桐木岭
1559A,Dajing Scenic Area,27.8336,113.251,119,Zhuzhou ,大京风景区
1562A,Zhaoshan Mountain,27.9153,113.0048,63,Xiangtan ,昭山
1564A,Shaoshan (a county in Henan Province),27.9164,112.4876,120,Xiangtan ,韶山
1585A, environmental monitoring station,40.6532,109.8756,1064,Baotou ,市环境监测站
1586A,Pak Pak Building (closed 200107),40.6575,109.8104,1072,Baotou ,包百大楼(停用200107)
1587A,East River  Environmental Department,40.5905,110.0067,1025,Baotou ,东河城环局
1588A,Qingshan Hotel,40.6821,109.8538,1072,Baotou ,青山宾馆
1589A,Huilong Logistics,40.6288,109.8654,1054,Baotou ,惠龙物流
1590A,East River Honglong Bay,40.5546,110.0377,1005,Baotou ,东河鸿龙湾
1591A,Complex building,39.8129,110.0023,1456,Ordos ,综合楼
1592A,Bayinmunk Forest Farm office,39.8261,109.9486,1464,Ordos ,巴音孟克林场办事处
1593A,Kangzeyuan,39.5986,109.7736,1303,Ordos ,康泽苑
1594A,Huatai Motor ,39.5989,109.8119,1270,Ordos ,华泰汽车城
1595A,Olin Garden,39.7884,109.9734,1445,Ordos ,奥林花园
1596A,Xuefu South Road,40.6592,122.2414,2,Yingkou ,学府南路
1597A,Daqing Road,40.7094,122.2703,11,Yingkou ,大庆路
1598A,West Jinghu Road,40.6511,122.215,2,Yingkou ,镜湖西路
1599A,West Fort,40.6789,122.1658,288,Yingkou ,西炮台
1600A,Jiangwan East Road,40.0625,124.3303,2,Dandong ,江湾东路
1601A,Linjiang Back Street,40.1503,124.4256,10,Dandong ,临江后街
1602A,Yuanbao Mountain,40.1461,124.3933,24,Dandong ,元宝山
1603A,Democracy bridge,40.1194,124.3678,11,Dandong ,民主桥
1604A,Development zone,41.1556,122.0247,3,Panjin ,开发区
1605A,Xinglong Terrace,41.0903,122.0539,2,Panjin ,兴隆台
1606A,New street,41.1042,121.835,3,Panjin ,新生街道
1607A,Longgang District,40.7136,120.9092,27,Huludao ,龙港区
1608A,Chemie Street,40.7514,120.8392,16,Huludao ,化工街
1609A,New district,40.715,120.8478,18,Huludao ,新区
1610A,Dongcheng District,40.7736,120.8631,15,Huludao ,东城区
1611A,Tushan street,24.9117,118.5819,16,Quanzhou ,涂山街
1612A,Tsin Tou Po,24.8978,118.5972,10,Quanzhou ,津头埔
1613A,Van An,24.9424,118.6663,11,Quanzhou ,万安
1614A,Qingyuan Mountain,24.9617,118.6108,335,Quanzhou ,清源山
1615A,Plant Oil Plant (outage 170603),36.205,117.685,197,Jinan ,植物油厂(停运170603)
1616A,Technical college,36.2289,117.6789,200,Jinan ,技术学院
1617A,Sunrise International,36.2081,117.715,201,Jinan ,日升国际
1618A,Yihe community,35.0573,118.3418,76,Linyi ,沂河小区
1619A,Lunan Pharmaceutical Factory,35.0583,118.295,69,Linyi ,鲁南制药厂
1620A,Xinguang woolen Mill,34.9817,118.2764,67,Linyi ,新光毛纺厂
1621A,East River Insurance Company,35.0896,118.4023,68,Linyi ,河东保险公司
1622A,Children's playground,37.4664,116.3061,24,Dezhou ,儿童乐园
1623A,Dark horse Group,37.4504,116.2729,25,Dezhou ,黑马集团
1624A,Supervision station,37.4489,116.3189,22,Dezhou ,监理站
1625A,District government,36.4372,115.9848,34,Liaocheng ,区政府
1626A,Second light machine (no longer in service),36.4568,115.9968,36,Liaocheng ,二轻机（已停运）
1627A,Party School (Closed 20190222),36.4796,115.9835,36,Liaocheng ,党校(20190222停运)
1628A,Municipal Environmental Protection Bureau,37.3803,118.0062,13,Binzhou ,市环保局
1629A,Second water works,37.3617,118.0018,12,Binzhou ,第二水厂
1630A,North Middle New school,37.393,117.9776,8,Binzhou ,北中新校
1631A,People's Park,36.8088,118.0482,42,Zibo ,人民公园
1632A,Dongfeng Chemical Plant,36.838,118.0448,34,Zibo ,东风化工厂
1633A,Shuangshan,36.497,117.8477,211,Zibo ,双山
1634A,Meteorological station,36.6377,117.9544,89,Zibo ,气象站
1635A,Putian Garden,36.8198,118.3092,64,Zibo ,莆田园
1636A,Sanjin Group,36.8041,117.8512,53,Zibo ,三金集团
1637A,Central District Government,34.864,117.5564,74,Zaozhuang ,市中区政府
1638A,Xuecheng Environmental Protection Bureau,34.7837,117.2852,61,Zaozhuang ,薛城环保局
1639A,Yicheng district government,34.7745,117.5852,55,Zaozhuang ,峄城区政府
1640A,Taierzhuang district Environmental Protection Bureau,34.5667,117.732,24,Zaozhuang ,台儿庄区环保局
1641A,Shanting district Environmental Protection Bureau,35.0992,117.4518,164,Zaozhuang ,山亭区环保局
1642A,Development zone,37.5639,121.2514,6,Yantai ,开发区
1643A,Bearing plant,37.5433,121.3719,18,Yantai ,轴承厂
1644A,Xijiao chemical Station,37.5436,121.3181,12,Yantai ,西郊化工站
1645A,Laishan Environmental Protection Bureau,37.4822,121.4478,8,Yantai ,莱山环保局
1646A,Fukuyama Environmental Protection Bureau,37.4967,121.2611,10,Yantai ,福山环保局
1647A,Muping Environmental Protection Bureau (shutdown 170519),37.3872,121.5953,11,Yantai ,牟平环保局(停运170519)
1648A,Arbitration commission,36.7019,119.12,30,Weifang ,仲裁委
1649A,Liu Jiayuan,36.7306,119.0919,24,Weifang ,刘家园
1650A,Environmental Protection Agency,36.7008,119.1425,30,Weifang ,环保局
1651A,Gongda company,36.6572,119.1614,41,Weifang ,共达公司
1652A,Hanting monitoring station,36.7731,119.1939,18,Weifang ,寒亭监测站
1653A,Torch ,35.428,116.6305,37,Jining ,火炬城
1654A,Monitoring Station (outage 200103),35.4144,116.5856,42,Jining ,监测站(停运200103)
1655A,Electrochemical plant,35.4039,116.5546,39,Jining ,电化厂
1656A,Monitoring station,36.1942,117.1436,141,Tai 'an ,监测站
1657A,Population school,36.1942,117.0881,156,Tai 'an ,人口学校
1658A,Electric power school,36.1758,117.1081,138,Tai 'an ,电力学校
1659A,Monitoring station,35.4178,119.4641,12,Rizhao ,监测站
1660A, hall square,35.4234,119.5198,40,Rizhao ,市政府广场
1661A,Port authority,35.3962,119.54,16,Rizhao ,港务局
1662A,Huaxia Technical School,37.4294,122.1206,38,Weihai ,华夏技校
1663A,Shandong University,37.5325,122.0508,13,Weihai ,山大分校
1664A,Municipal monitoring station,37.5072,122.1067,47,Weihai ,市监测站
1665A,Xicheng Sunshine environmental protection Company,37.4658,118.5019,7,Dongying ,西城阳光环保公司
1666A,Municipal Environmental Protection Bureau,37.4314,118.6672,3,Dongying ,市环保局
1667A,Gengjing Village,37.4442,118.5857,4,Dongying ,耿井村
1668A,Guangnan reservoir,37.3781,118.8192,5,Dongying ,广南水库
1669A,Municipal No. 8 Middle School,24.769519,113.586606,68,Shaoguan ,市八中
1670A,Bihu Villa,24.81119444,113.5593889,76,Shaoguan ,碧湖山庄
1671A,Garden department,24.795928,113.598061,70,Shaoguan ,园林处
1672A,Shaoguan University,24.77908333,113.6734722,111,Shaoguan ,韶关学院
1673A,Qujiang monitoring Station,24.68636111,113.5970833,73,Shaoguan ,曲江监测站
1674A,Kimpyeongja Station,23.3667,116.6794,11,Shantou ,金平子站
1675A,Longhuzi Station,23.3633,116.7244,5,Shantou ,龙湖子站
1676A,Haojiangzi Station,23.2775,116.7258,10,Shantou ,濠江子站
1677A,Chenghaizi Station,23.4714,116.7519,6,Shantou ,澄海子站
1678A,Chaoyangzi Station,23.2539,116.6092,15,Shantou ,潮阳子站
1679A,Chaonanzi Station,23.2536,116.4019,3,Shantou ,潮南子站
1680A,Zhanjiang Film Theater,21.2706,110.3539,28,Zhanjiang ,湛江影剧院
1681A, environmental monitoring station,21.2228,110.3928,33,Zhanjiang ,市环境监测站
1682A,Environmental protection bureau dormitory,21.1997,110.4019,-1,Zhanjiang ,环保局宿舍
1683A,Xiashan swimming Pool,21.2028,110.4111,-1,Zhanjiang ,霞山游泳场
1684A,Mazhang District Environmental Protection Bureau,21.2679,110.3316,41,Zhanjiang ,麻章区环保局
1685A,Potou district Environmental Protection Bureau,21.2567,110.4558,13,Zhanjiang ,坡头区环保局
1686A,Municipal Environmental Protection Bureau Maogang branch,21.4689,111.0286,9,Maoming ,市环保局茂港分局
1687A,MAO petrochemical seven small,21.6533,110.9294,22,Maoming ,茂石化七小
1688A,Jiankang Road,21.6669,110.9067,22,Maoming ,健康路
1689A,Gao Ling,21.6828,110.8592,17,Maoming ,高岭
1690A,Jiayin University,24.3289,116.1278,94,Meizhou ,嘉应大学
1691A,Meixian New Town,24.2719,116.0797,86,Meizhou ,梅县新城
1692A,Environmental monitoring center,24.2654,116.1248,87,Meizhou ,环境监控中心
1693A,Municipal Environmental Protection Bureau,22.775,115.3653,4,Shanwei ,市环保局
1694A,Municipal government,22.7898,115.3706,35,Shanwei ,市政府
1695A,Xincheng secondary,22.7925,115.3622,2,Shanwei ,新城中学
1696A,Genishi,23.7569,114.6778,45,Heyuan ,源西
1697A,Dongpu District,23.7586,114.6944,44,Heyuan ,东埔
1698A,Old town,23.7233,114.6892,48,Heyuan ,老城
1699A,Yuanyang Lake,21.8586,111.9786,12,Yangjiang ,鸳鸯湖
1700A,Nan 'en Road,21.8536,111.9508,7,Yangjiang ,南恩路
1701A,Manantong,21.865,111.9494,6,Yangjiang ,马南垌
1702A,Green building,23.6936,113.0425,18,Qingyuan ,环保大楼
1703A,Fengcheng Street Office,23.7106,113.0208,22,Qingyuan ,凤城街办
1704A,High-tech zone,23.6272,113.0622,13,Qingyuan ,高新区
1705A,Xiyuan Road,23.6714,116.6339,19,Chaozhou ,西园路
1706A,Archives office,23.6706,116.6447,17,Chaozhou ,档案局
1707A,Municipal corporation,23.6531,116.6175,16,Chaozhou ,市政公司
1708A,Newly emerging,23.5353,116.3697,5,Jieyang ,新兴
1709A,Cima,23.5486,116.3242,7,Jieyang ,西马
1710A,Dongxing,23.5739,116.3594,11,Jieyang ,东兴
1711A,Fishing lake,23.5292,116.4094,4,Jieyang ,渔湖
1712A,New  Hall,22.9169,112.0392,74,Yunfu ,新市府
1713A,Municipal monitoring station,22.9394,112.0369,101,Yunfu ,市监测站
1714A,shepherd,22.9539,112.0539,64,Yunfu ,牧羊
1715A,Dongfeng reservoir,24.3694,102.5778,1696,Yuxi ,东风水库
1716A,Municipal monitoring station,24.3603,102.5433,1634,Yuxi ,市监测站
1717A,Dayingjie Town,24.3411,102.4964,1627,Yuxi ,大营街镇
1718A,Municipal Meteorological Bureau,35.248889,115.42277,53,Heze ,市气象局
1719A,Municipal political Consultative Conference,35.2375,115.474722,55,Heze ,市政协
1720A,Heze University,35.27,115.455,54,Heze ,菏泽学院
1721A,Fruit farm,40.1097,113.3819,1059,Datong ,果树场(对照点)
1722A,Red Flag Square (out of service 160601),40.0958,113.2858,1058,Datong ,红旗广场(停运160601)
1723A,Yungang Hotel,40.0758,113.2994,1044,Datong ,云冈宾馆
1724A,Datong University,40.0917,113.3444,1071,Datong ,大同大学
1725A,Home village,40.1269,113.2661,1098,Datong ,安家小村
1726A,School of education,40.0844,113.2711,1060,Datong ,教育学院
1727A,Qinghua Railway Station,36.1542,113.1097,937,Changzhi ,清华站
1728A,Monitoring station,36.1939,113.0972,920,Changzhi ,监测站
1729A,orit,36.1961,113.1466,940,Changzhi ,澳瑞特
1730A,Audit bureau,36.2126,113.0886,921,Changzhi ,审计局
1731A,Changzhi eighth middle School,36.1855,113.0844444,923,Changzhi ,长治八中
1732A,Municipal monitoring Station (out of service 161122),36.0978,111.5125,432,Linfen ,市监测站(停运161122)
1733A,Lingang Hospital,36.0783,111.5531,462,Linfen ,临钢医院
1734A,Technical school,36.0714,111.5028,450,Linfen ,技工学校
1735A,Industrial and commercial school,36.0822,111.5169,453,Linfen ,工商学校
1736A,Municipal party committee,36.0875,111.5025,441,Linfen ,市委
1737A,Yaomiao Town (out of service 191230),36.0417,111.4917,447,Linfen ,尧庙镇(停运191230)
1738A,downtown,37.8564,113.5753,671,Yangquan ,市中心
1739A,racefish,37.8792,113.4922,764,Yangquan ,赛鱼
1740A,Nanzhuang,37.8561,113.5922,659,Yangquan ,南庄
1741A,Aries Villa,37.8531,113.6292,668,Yangquan ,白羊墅
1742A,flat,37.8694,113.5689,673,Yangquan ,平坦
1743A,Dayang Spring,37.85,113.5158,1017,Yangquan ,大阳泉
1744A,Matsuyama Isaka,42.2814,118.9233,567,Chifeng ,松山一中
1745A,Hada Street,42.2725,118.9572,569,Chifeng ,哈达街
1746A,Tianyi road,42.2556,118.8789,589,Chifeng ,天义路
1747A,Songsan Road,42.0317,119.2719,522,Chifeng ,松山路
1748A,Shengoji,41.1196,123.044,107,Anshan ,深沟寺
1749A,Sun ,41.0931,123.011,101,Anshan ,太阳城
1750A,Peace and tranquility,41.1442,123.0485,42,Anshan ,太平
1751A,Tiexi Third Street,41.0971,122.9642,32,Anshan ,铁西三道街
1752A,Tiexi Industrial Park,41.0833,122.9481,30,Anshan ,铁西工业园区
1753A,Mingda New District,41.0831,123.0156,98,Anshan ,明达新区
1754A,Qianshan Mountains,41.0228,123.1289,254,Anshan ,千山
1755A,Wanghua District,41.8469,123.81,76,Fushun ,望花区
1756A,Shuncheng District,41.8828,123.9169,86,Fushun ,顺城区
1757A,Dongzhou District,41.8625,124.0383,97,Fushun ,东洲区
1758A,Xinfu District,41.8594,123.9,90,Fushun ,新抚区
1759A,Dahuofang Reservoir,41.8864,124.0878,102,Fushun ,大伙房水库
1760A,Shenfu New ,41.8417,123.7117,61,Fushun ,沈抚新城
1761A,Dayu,41.3283,123.8436,214,Benxi ,大峪
1762A,Xi Lake,41.3369,123.7528,143,Benxi ,溪湖
1763A,Caitun,41.3047,123.7308,106,Benxi ,彩屯
1764A,Dongming Dynasty,41.2864,123.7669,220,Benxi ,东明
1765A,Sinlitun,41.2692,123.7989,218,Benxi ,新立屯
1766A,Weining ,41.3472,123.8142,122,Benxi ,威宁
1767A,South Mountain,41.0781,121.0986,22,Jinzhou ,南山
1768A,Development zone,40.8333,121.045,19,Jinzhou ,开发区
1769A,Baicu Street,41.1219,121.2008,14,Jinzhou ,百股街道
1770A,Cheonan Street,41.1222,121.1178,30,Jinzhou ,天安街道
1771A,North Lake Park,41.1386,121.1303,54,Jinzhou ,北湖公园
1772A,Hadskaya Guba,43.8875,126.555,194,Jilin ,哈达湾
1773A,East bureau,43.8358,126.5844,186,Jilin ,东局子
1774A,Institute of Electric power,43.8228,126.4978,200,Jilin ,电力学院
1775A,North of the river,43.8947,126.5786,180,Jilin ,江北
1776A,Jiangnan Park,43.8256,126.55,195,Jilin ,江南公园
1778A,full,43.7256,126.6772,205,Jilin ,丰满
1779A,Residential area,47.3636,123.9305,149,Qiqihar ,安居小区
1780A,Central square,47.3386,123.9305,149,Qiqihar ,中心广场
1781A,Agriculture and animal husbandry vehicle factory,47.3227,123.9483,148,Qiqihar ,农牧车辆厂
1782A,Fuku Environmental Protection Bureau (shut down 191231),47.203,123.6261,153,Qiqihar ,富区环保局(停运191231)
1783A, environmental monitoring station,47.2988,123.945,147,Qiqihar ,市环境监测站
1784A,Green building,44.561,129.61,236,Mudanjiang ,环保大楼　
1785A,Cultural square,44.5782,129.6115,239,Mudanjiang ,文化广场　
1786A,The first Hospital,44.5952,129.5902,245,Mudanjiang ,第一医院
1787A,Locomotive factory,44.6104,129.6459,233,Mudanjiang ,机车工厂
1788A,No. 1 High School,44.5462,129.6386,235,Mudanjiang ,第一中学
1789A,Datong District,46.0347,124.8354,133,Daqing ,大同区
1790A,Longfeng District,46.528,125.112,144,Daqing ,龙凤区
1791A,Honggang District,46.3991,124.8847,143,Daqing ,红岗区
1792A,Sartu District,46.5776,125.1386,143,Daqing ,萨尔图区
1793A,Let Hu Road area,46.6219,124.8648,148,Daqing ,让胡路区
1794A,Monitoring station,31.3508,118.3528,17,Wuhu ,监测站
1795A,Science and innovation center,31.4189,118.37,16,Wuhu ,科创中心
1796A,Water works,31.3139,118.3667,12,Wuhu ,四水厂
1797A,Ji Min Hospital (comparison point),31.3839,118.4022,11,Wuhu ,济民医院(对照点)
1798A,Four small Hudong Road,31.6861,118.5058,13,Maanshan ,湖东路四小
1799A,Tianping garment,31.6411,118.4828,6,Maanshan ,天平服装
1800A,Ci Hu two small,31.7506,118.5106,7,Maanshan ,慈湖二小
1801A,Masteel power plant,31.6928,118.48,12,Maanshan ,马钢动力厂
1802A,Municipal education base,31.7133,118.6439,40,Maanshan ,市教育基地
1803A,Shili,29.6816,115.9872,28,Jiujiang ,十里
1804A,Maoshantou,29.7048,115.9581,15,Jiujiang ,茅山头
1805A,Western Garden,29.7292,115.988,30,Jiujiang ,西园
1806A,The 5727 Factory,29.6535,116.0174,108,Jiujiang ,五七二七厂
1807A,Institute of water Sciences,29.6926,116.0628,16,Jiujiang ,水科所
1808A,Integrated industrial park,29.6039,115.9114,58,Jiujiang ,综合工业园
1809A,Petrochemical complex,29.7534,116.0726,13,Jiujiang ,石化总厂
1810A,Lushan Meteorological Observatory (comparison point),29.5867,115.9936,1175,Jiujiang ,庐山气象台(对照点)
1811A,Citic Second Elementary School,34.6692,112.3628,172,Luoyang ,中信二小
1812A,Municipal Party school,34.6511,112.3939,161,Luoyang ,市委党校
1813A,Municipal monitoring station,34.67,112.4333,155,Luoyang ,市监测站
1814A,Yu West Hotel,34.6869,112.4664,150,Luoyang ,豫西宾馆
1815A,Henan Forestry School,34.6869,112.4831,138,Luoyang ,河南林校
1816A,Administrative committee of development zone,34.6231,112.3844,175,Luoyang ,开发区管委会
1817A,New office area of Municipal Committee,34.6258,112.4275,144,Luoyang ,市委新办公区
1818A,Cotton research institute,36.061,114.483,66,Anyang ,棉研所(对照点)
1819A,Hongmiao Street,36.086,114.32,83,Anyang ,红庙街
1820A,Ginkgo community,36.087,114.358,73,Anyang ,银杏小区
