site_id,site_name,latitude,longitude,altitude,state,county,city,land_use,location_setting,owning_agency,established_date,closed_date,address,zip_code,area_classification
550270001,HORICON WILDLIFE AREA,43.46611,-88.62111,286.5,Wisconsin,Dodge,Kekoskee,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1982-06-24,,"Horicon Wildlife Area, 1210 N Palmatory St",53032.0,rural
550279901,550279901,43.483325,-88.533431,286.59,Wisconsin,Dodge,Not in a city,AGRICULTURAL,URBAN AND CENTER CITY,Illinois State Water Survey,2005-05-10,,Unavailable,,urban-centre
550290004,NEWPORT PARK,45.2384,-86.994,195.0,Wisconsin,Door,Not in a City,FOREST,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1989-04-15,,475 Newport Park Rd,54210.0,rural
550299001,Sturgeon Bay - Thresheree,44.91293,-87.2996,228.0,Wisconsin,Door,Not in a City,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2018-03-07,,5005 County View Rd.,54235.0,rural
550310011,550310011,46.72883,-92.11908,189.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,Midwest Energy Resources Company,1976-01-01,,"MIDWEST ENERGY (ORBA), 2700 WINTER ST",,urban-centre
550310014,550310014,46.73133,-92.120747,191.0,Wisconsin,Douglas,Superior,COMMERCIAL,URBAN AND CENTER CITY,Midwest Energy Resources Company,1977-01-01,,"MIDWEST ENERGY (ORBA), 404 TOWER AVE",,urban-centre
550310023,550310023,46.676051,-92.037968,0.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,Burlington Northern Railroad Company,1983-01-01,,"BURLINGTON NORTHERN CO, GRAND & 42ND AVE",,urban-centre
550310027,550310027,46.729662,-92.115191,192.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,Midwest Energy Resources Company,1990-02-04,,"MIDWEST ENERGY, 2400 WINTER ST",,urban-centre
550310030,550310030,46.736329,-92.082968,185.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,Peavey Company,1990-10-16,,"PEAVEY GLOBE ELEVATOR, 400 MAIN ST",,urban-centre
550310035,ON PLATFORM ADJACENT TO TOWER BAY SLIP WHERE FREIGHTERS ARE LOADED,46.739444,-92.102778,186.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,"Cenex Harvest States - Superior, WI",1996-11-05,,"BARKO HYDRAULICS, 1 BANKS AVE",,urban-centre
550310036,550310036,46.73744,-92.099634,187.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,"Cenex Harvest States - Superior, WI",1997-04-02,,1505 1ST STREET NORTH,,urban-centre
550310037,HALLET DOCK INDUSTRIAL SITE,46.733157,-92.123541,185.0,Wisconsin,Douglas,Superior,INDUSTRIAL,SUBURBAN,TS Monitoring,2003-08-25,,0.37 MI N OF WEST OF WINTER ST BETWEEN MARYLAND AND SUSQUEHANNA AVE,,urban-periphery
550310038,Midwest Energy - Blatnik Bridge Site,46.74495,-92.101133,186.5,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,TS Monitoring,2004-02-03,,"Midwest Energy, Connors Point west of Hwy 53/I-535 Bridge",54880.0,urban-centre
550311038,550311038,46.7476,-92.0996,194.0,Wisconsin,Douglas,Superior,INDUSTRIAL,URBAN AND CENTER CITY,TS Monitoring,2009-07-30,,100 m from NW end of Main St.,54880.0,urban-centre
550350014,EAU CLAIRE - DOT SIGN SHOP,44.76249,-91.41445,282.0,Wisconsin,Eau Claire,Eau Claire,INDUSTRIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2011-03-09,,"5509 Highway 53 South, Eau Claire",54722.0,urban-periphery
550390006,FOND DU LAC,43.6874,-88.42205,323.0,Wisconsin,Fond du Lac,Not in a City,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1994-04-22,," N3996 KELLY RD, TWN BYRON",54935.0,rural
550410007,POTAWATOMI,45.56498,-88.80859,559.0,Wisconsin,Forest,Not in a City,FOREST,RURAL,"Forest County Potawatomi Community, WI",2002-06-07,,"FIRE TOWER RD, POTAWATOMI SITE",54520.0,rural
550430009,POTOSI,42.69302,-90.69813,303.0,Wisconsin,Grant,Potosi,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1999-01-06,,"128 HWY 61 N, POTOSI TOWNSHIP",53820.0,rural
550450100,550450100,42.590556,-89.780556,245.0,Wisconsin,Green,Not in a City,INDUSTRIAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2005-09-20,,"Citation Foundary, Hwy 11 & County Road M",53522.0,rural
550531002,Hixton - Smart Sand,44.3637,-91.03617,292.6,Wisconsin,Jackson,Hixton,INDUSTRIAL,RURAL,"Smart Sand, LLC",2015-10-15,,W14621 Green Acres Rd.,54635.0,rural
550531003,Wisconsin Proppants - Hixton,44.377935,-91.07025,292.6,Wisconsin,Jackson,Not in a City,INDUSTRIAL,RURAL,"Wisconsin Proppants, LLC",2015-11-12,,N8499 S. Adams Rd.,54635.0,rural
550532002,550532002,44.334686,-90.792025,242.0,Wisconsin,Jackson,Black River Falls,RESIDENTIAL,RURAL,Ho-Chunk Nation of Wisconsin,2020-01-01,,N7289 Five Horned Ave,54615.0,rural
550550009,JEFFERSON - LAATSCH,43.0034,-88.8283,259.0,Wisconsin,Jefferson,Not in a City,AGRICULTURAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2013-04-08,,N4440 Laatsch Lane,53549.0,urban-periphery
550590019,CHIWAUKEE PRAIRIE STATELINE,42.50472,-87.8093,187.0,Wisconsin,Kenosha,Pleasant Prairie,RESIDENTIAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1988-04-15,,"CHIWAUKEE PRAIRIE, 11838 FIRST COURT",53158.0,rural
550590025,KENOSHA - WATER TOWER,42.5956,-87.88576,228.0,Wisconsin,Kenosha,Kenosha,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2013-05-13,,4504 64th Ave.,53144.0,urban-periphery
550610002,KEWAUNEE,44.44312,-87.50525,207.0,Wisconsin,Kewaunee,Kewaunee,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1994-04-06,,1630 Milwaukee St,54216.0,rural
550630011,FRENCH ISLAND,43.839317,-91.260333,196.0,Wisconsin,La Crosse,La Crosse,INDUSTRIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2002-12-01,,"146 SCHULTZ DR, FRENCH ISLAND",,urban-centre
550630012,LACROSSE - DOT BUILDING,43.7775,-91.2269,667.0,Wisconsin,La Crosse,La Crosse,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2005-10-13,,3550 MORMON COULEE RD,54601.0,urban-periphery
550631001,LaCrosse County Landfill Site #1,43.8853,-91.1636,235.0,Wisconsin,La Crosse,La Crosse,COMMERCIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2006-04-01,,"LaCrosse Co Landfill Site #1, 6500 State Rd 16",54650.0,urban-periphery
550631002,LaCrosse County Landfill Site #2,43.8761,-91.1561,235.0,Wisconsin,La Crosse,Onalaska,COMMERCIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2006-04-01,,"LaCrosse Co Landfill Site #2, 4113 North Kinney Coulee Rd",54650.0,urban-periphery
550710007,MANITOWOC - WDLND DUNES,44.13862,-87.61612,182.0,Wisconsin,Manitowoc,Manitowoc,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1994-04-05,,2193 E Goodwin Rd,54220.0,rural
550710011,MANITOWOC METALS,44.0876,-87.6589,200.0,Wisconsin,Manitowoc,Manitowoc,COMMERCIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2001-08-19,,1025 SOUTH 9TH STREET,,urban-centre
550730012,LAKE DUBAY,44.70735,-89.77192,381.0,Wisconsin,Marathon,Not in a City,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1991-09-25,,"LAKE DUBAY, 1804 Bergen Rd",54455.0,rural
550790010,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,43.01724,-87.93369,200.0,Wisconsin,Milwaukee,Milwaukee,COMMERCIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1997-04-04,,"HEALTH CENTER, 1337 SO 16TH ST",53204.0,urban-centre
550790011,ON STAND IN DUMBROWSKI RESIDENCE FRONT YARD,42.915,-87.979167,223.0,Wisconsin,Milwaukee,Franklin,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1997-06-15,,"7166 S. 51ST ST, DUMBROWSKI HOME",,urban-periphery
550790016,550790016,42.90111,-87.97611,221.0,Wisconsin,Milwaukee,Franklin,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1997-10-27,,"FRANKLIN FIRE DEPT, 4755 W DREXEL AVE",,urban-periphery
550790037,EAST SIDE OF METRO RECYCLING FACILITY,42.84946,-88.055364,245.0,Wisconsin,Milwaukee,Franklin,AGRICULTURAL,RURAL,"Waste Management Of Wisconsin, Inc",1998-09-11,,"METRO RECYCLING AND DISPOSAL, 76TH ST",,rural
550790038,SOUTHEAST COURNER OF METRO RECYCLING AND DISPOSAL FACILITY,42.843073,-88.054253,244.0,Wisconsin,Milwaukee,Franklin,AGRICULTURAL,RURAL,"Waste Management Of Wisconsin, Inc",1998-11-03,,"METRO RECYCLING, CTY LINE DR AND 76TH ST",,rural
550790049,550790049,43.13251,-87.932307,208.0,Wisconsin,Milwaukee,Glendale,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2002-12-09,,5910 NORTH MILWAUKEE RIVER RD,,urban-periphery
550790052,MILWAUKEE HAVENWOODS,43.128894,-87.970862,209.0,Wisconsin,Milwaukee,Milwaukee,FOREST,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2006-10-20,,6141 NO. HOPKINS,53218.0,urban-periphery
550790053,550790053,43.00722,-87.9937,210.0,Wisconsin,Milwaukee,West Allis,INDUSTRIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2006-09-01,,WEST ALLIS DEPT OF PUBLIC WORKS 6300 W MCGEOCH AVE,53219.0,urban-centre
550790056,MILWAUKEE - COLLEGE AVE. NR,42.93257,-87.93434,227.69,Wisconsin,Milwaukee,Milwaukee,MOBILE,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2013-10-22,,1550 W. College Ave.,53221.0,urban-centre
550790068,MILWAUKEE - UWM UPARK,43.09456,-87.90144,184.0,Wisconsin,Milwaukee,Milwaukee,MOBILE,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2021-03-16,,4372 North Humboldt Blvd,53212.0,urban-centre
550790085,BAYSIDE,43.1818,-87.901,213.0,Wisconsin,Milwaukee,Bayside,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1984-05-01,,601 E. ELLSWORTH LANE,53217.0,urban-periphery
550811001,550811001,43.958586,-90.392827,290.0,Wisconsin,Monroe,Not in a City,INDUSTRIAL,RURAL,"Smart Sand, LLC",2012-06-01,,County Road CA,54660.0,rural
550812001,550812001,44.020855,-90.40164,283.464,Wisconsin,Monroe,Tomah,RESIDENTIAL,RURAL,Ho-Chunk Nation of Wisconsin,2020-01-01,,10750,54660.0,rural
550850996,RHINELANDER TOWER,45.6451,-89.41848,500.0,Wisconsin,Oneida,Rhinelander,INDUSTRIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1981-04-13,,"RHINELANDER WATER TOWER, Morrill St",54501.0,urban-centre
550870009,APPLETON - AAL,44.30738,-88.39509,240.0,Wisconsin,Outagamie,Appleton,RESIDENTIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1995-04-14,,4579 N. Meade Street,54913.0,urban-periphery
550870015,Kaukauna,44.2893,-88.25219,676.0,Wisconsin,Outagamie,Kaukauna,INDUSTRIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2017-01-01,,601 Plank Rd.,54130.0,urban-periphery
550890008,GRAFTON,43.34317,-87.92087,229.0,Wisconsin,Ozaukee,Not in a City,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1991-06-05,,1866 N Port Washington Rd,53024.0,rural
550890009,HARRINGTON BEACH PARK,43.4983,-87.8102,211.0,Wisconsin,Ozaukee,Not in a City,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1994-06-08,,485 County Hwy D,53004.0,rural
551010020,RACINE - PAYNE AND DOLAN,42.77711,-87.79689,196.0,Wisconsin,Racine,Not in a City,AGRICULTURAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2015-04-14,,4500 Charles St.,53402.0,urban-periphery
551050030,BELOIT - CONVERSE,42.51831,-89.06347,243.0,Wisconsin,Rock,Beloit,RESIDENTIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2013-07-19,,1501 Ritsher St.,53511.0,urban-centre
551110007,DEVILS LAKE PARK,43.4351,-89.67979,392.0,Wisconsin,Sauk,Not in a City,FOREST,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1995-05-11,,"DEVILS LAKE STATE PARK, E12886 TOWER RD",53913.0,rural
551170006,SHEBOYGAN - KOHLER ANDRAE,43.66737,-87.71631,182.0,Wisconsin,Sheboygan,Not in a City,FOREST,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1997-06-26,,"KOHLER ANDRE PARK, 1520 Beach Park Rd.",53081.0,rural
551170009,SHEBOYGAN - HAVEN,43.815596,-87.792235,226.0,Wisconsin,Sheboygan,Sheboygan,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2014-04-02,,N7563 Hwy 42,53083.0,rural
551171004,Kohler Co,43.7478,-87.7772,200.0,Wisconsin,Sheboygan,Kohler,INDUSTRIAL,SUBURBAN,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2004-10-04,,444 Highland Drive Kohler,53044.0,urban-periphery
551198001,PERKINSTOWN,45.2066,-90.5972,522.0,Wisconsin,Taylor,Not in a City,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1988-01-01,,W10746 Cty Rd. M,54451.0,rural
551199991,Perkinstown,45.2066,-90.5969,472.0,Wisconsin,Taylor,Not in a City,FOREST,RURAL,USEPA - Clean Air and Power Division,1988-09-17,,"W 10746 County Highway M, Medford, WI 54451",54451.0,rural
551211004,Hi-Crush Blair LLC ? Monitor A,44.298417,-91.172022,273.01,Wisconsin,Trempealeau,Not in a City,INDUSTRIAL,RURAL,Hi-Crush Blair LLC,2016-03-01,,11203 S. River Road,54616.0,rural
551250001,TROUT LAKE,46.0519,-89.654,503.0,Wisconsin,Vilas,Not in a City,FOREST,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1973-01-01,,"TROUT LAKE NURSERY, 10810 COUNTY HWY M",54512.0,rural
551270006,Elkhorn,42.66218,-88.48703,318.0,Wisconsin,Walworth,Elkhorn,AGRICULTURAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2018-11-15,,3692 County Road NN,53121.0,rural
551330027,WAUKESHA - CLEVELAND AVE,43.020075,-88.21507,261.0,Wisconsin,Waukesha,Waukesha,RESIDENTIAL,URBAN AND CENTER CITY,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",1989-02-03,,1310 CLEVELAND AVE,53186.0,urban-centre
551330039,MetalTek International - Wisconsin Centrifugal Division,43.018772,-88.224646,250.0,Wisconsin,Waukesha,Waukesha,RESIDENTIAL,URBAN AND CENTER CITY,"Metal Tek Inc., WI",2004-05-03,,905 EAST ST PAUL AVE,53188.0,urban-centre
551410024,ERCO Worldwide East Parking Lot,44.33877,-89.885,295.0,Wisconsin,Wood,Not in a City,INDUSTRIAL,RURAL,"Wisconsin Dept Of Natural Resources, Air Monitoring Section",2008-11-11,,101 Highway 73 South,54469.0,rural
560010008,Pete Lien Downwind PM10,41.4945,-105.561944,2220.0,Wyoming,Albany,Not in a City,INDUSTRIAL,RURAL,"Pete Lien & Sons, Inc.",2015-10-01,,4 mi NNE of U.S. Highway 30,82051.0,rural
560010009,Pete Lien Upwind PM10 Monitoring Station,41.454278,-105.597028,2192.0,Wyoming,Albany,Not in a City,INDUSTRIAL,RURAL,"Pete Lien & Sons, Inc.",2015-10-01,,1.3 miles east of U.S. Highway 30,82051.0,rural
560010012,Laramie SLAMS,41.308825,-105.54913,2195.0,Wyoming,Albany,Laramie,COMMERCIAL,SUBURBAN,"Wyoming Air Quality Division, Dept Of Environmental Quality",2021-08-04,,305 Wister Drive,,urban-periphery
560010800,MT. CEMENT CO. EAST SITE...EAST OF PLANT.,41.26917,-105.59444,0.0,Wyoming,Albany,Not in a City,INDUSTRIAL,SUBURBAN,Mountain Cement,1990-06-01,,"EAST SITE, MOUNTAIN CEMENT CO. LARAMIE, WY",82070.0,urban-periphery
560010801,NORTH SITE...NORTH OF MT. CEMENT PLANT,41.27444,-105.60167,0.0,Wyoming,Albany,Not in a City,INDUSTRIAL,SUBURBAN,Mountain Cement,1990-06-01,,"NORTH SITE, MOUNTAIN CEMENT CO. LARAMIE, WY",82070.0,urban-periphery
560010802,WEST MET SITE,41.269167,-105.614722,7220.0,Wyoming,Albany,Not in a City,INDUSTRIAL,RURAL,Mountain Cement,2007-01-01,,"WEST MET SITE, Mountain Cement, Laramie",82070.0,rural
560018001,560018001,41.309972,-106.152511,2590.0,Wyoming,Albany,Not in a city,FOREST,RURAL,US EPA National Exposure Research Lab,1989-04-01,,"USFS CENTENNIAL WORK CENTER, SR130",,rural
560019000,560019000,41.366166,-106.242427,3196.0,Wyoming,Albany,Not in a City,FOREST,RURAL,National Park Service,1993-07-31,,Brooklyn Lake,82055.0,rural
560019991,Centennial,41.3642,-106.2399,3178.0,Wyoming,Albany,Not in a City,FOREST,RURAL,USEPA - Clean Air and Power Division,1989-05-09,,"Roosevelt National Forest, Centennial, WY 82055",82055.0,rural
560030002,Basin,44.28,-108.041111,1241.0,Wyoming,Big Horn,Not in a City,FOREST,RURAL,Wyoming Bureau of Land Management,2010-02-25,,Basin (WARMS station),82432.0,rural
560050003,560050003,44.941111,-105.837778,1277.0,Wyoming,Campbell,Not in a City,FOREST,RURAL,Wyoming Bureau of Land Management,2005-03-31,,"South Coal, WARMS station",82725.0,rural
560050012,Fortification Creek (WARMS site),44.3395,-105.9198,1409.0,Wyoming,Campbell,Not in a City,FOREST,RURAL,Wyoming Bureau of Land Management,2013-04-25,,Fortification Creek (WARMS station),82716.0,rural
560050014,Black Thunder Site 6,43.65,-105.21,1521.0,Wyoming,Campbell,Wright,INDUSTRIAL,RURAL,"Arch Coal Company, WY",2016-01-29,,Highway 450,82732.0,rural
560050015,Black Thunder Site 15,43.79,-105.37,1500.0,Wyoming,Campbell,Wright,INDUSTRIAL,RURAL,"Arch Coal Company, WY",2016-02-04,,Two Track Dirt Road,82732.0,rural
560050016,Dry Fork Mine Meteorological Station,44.36423,-105.42602,1337.0,Wyoming,Campbell,Gillette,INDUSTRIAL,RURAL,Dry Fork Coal Company,2018-10-30,,Garner Lake Road,82716.0,rural
560050017,Buckskin West,44.4708,-105.5791,1315.0,Wyoming,Campbell,Gillette,AGRICULTURAL,RURAL,Buckskin Mining Company,2020-05-13,,Collins Road,82716.0,rural
560050018,NARM RO-1,43.541607,-105.192683,1489.0,Wyoming,Campbell,Wright,INDUSTRIAL,RURAL,Peabody Powder River Mining,2023-12-04,,,82701.0,rural
560050019,560050019,43.751577,-105.493081,1560.0,Wyoming,Campbell,Wright,RESIDENTIAL,SUBURBAN,"Wyoming Air Quality Division, Dept Of Environmental Quality",2025-09-19,,"330 Wright Blvd, Wright, WY 82732",82732.0,urban-periphery
560050084,School Creek SC-1,43.638927,-105.36983,1491.9,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Peabody Powder River Mining,2011-04-01,,"SC-1. 39,000 distance from mining activity, 6670"" from LNCM",82718.0,rural
560050086,School Creek SC-3,43.571828,-105.153997,1523.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Peabody Powder River Mining,2011-04-01,,SC-3 Southeast of mine,82718.0,rural
560050087,School Creek SC-2,43.61752,-105.19231,1459.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Peabody Powder River Mining,2011-04-01,,SC-2 East of School Creek Mine,82718.0,rural
560050088,560050088,43.498442,-105.182494,1356.6,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Inter-Mountain Laboratory Sheridan, WY",2009-01-13,,NA-8 North Antelope Rochelle (Near Irwin Ranch Road),82718.0,rural
560050123,Thunder Basin,44.6522,-105.2903,1196.0,Wyoming,Campbell,Not in a City,DESERT,RURAL,"Wyoming Air Quality Division, Dept Of Environmental Quality",2001-05-01,,THUNDER BASIN GRASSLAND SITE 35 MI N-NE GILLETTE WY,82731.0,rural
560050303,Coal Creek Site 3,43.902963,-105.251293,1476.7,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,2012-09-04,,SW SE S3 T45N R70W,82718.0,rural
560050802,1 Site (Met Station and Hi-Vols BA1 and BA1-B),44.135494,-105.424636,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Eagle Specialty Materials, Belle Ayr Mine",1985-01-01,,BELLE AYR BA-1,82718.0,rural
560050808,Eagle Butte EB-3,44.394238,-105.530904,1354.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Eagle Specialty Materials, Eagle Butte Mine",1985-01-01,,EAGLE BUTTE EB-3,82716.0,rural
560050826,Rawhide Hilltop Site,44.402188,-105.452188,1354.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Peabody Cabellero Mining, LLC",1978-11-01,,RAWHIDE HILLTOP SITE,82716.0,rural
560050841,Coal Creek Site 7,43.987173,-105.309285,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,1979-09-01,,COAL CREEK CCM 7-1,82718.0,rural
560050857,Black Hills Power Site 4,44.277172,-105.375628,1414.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Wyodak Resources,1981-06-01,,WYODAK SITE 4,82718.0,rural
560050869,NARM RO-1,43.530593,-105.222277,1478.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Peabody Powder River Mining,1985-08-01,,ROCHELLE R0-1,82718.0,rural
560050875,Black Thunder Mine Site 3,43.702176,-105.199227,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,1985-12-01,,JACOBS RANCH SITE 3,82718.0,rural
560050885,Cordero Rojo Site E-10,44.03413,-105.321772,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Navajo Transitional Energy Company, Cordero Rojo Mine",1990-03-01,,Cordero CRC-E10A,82718.0,rural
560050886,Caballo Mine CB-8,44.112949,-105.310915,1418.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Peabody Cabellero Mining, LLC",1990-04-23,,CABALLO C-8A/B,82727.0,rural
560050891,Black Thunder BTM 36-2,43.6483,-105.2133,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,1991-06-18,,BTM-36-2 (BLACK THUNDER MINE),82718.0,rural
560050892,Belle Ayr BA-4,44.097074,-105.343164,1366.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Eagle Specialty Materials, Belle Ayr Mine",1991-07-09,,"BELLE AYR BA-4,5N,5S",82718.0,rural
560050893,Belle Ayr BA-3,44.070153,-105.469895,1425.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Eagle Specialty Materials, Belle Ayr Mine",1991-07-09,,BELLE AYR BA-3,82718.0,rural
560050895,Rawhide North Site,44.42515,-105.473081,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Peabody Cabellero Mining, LLC",1992-01-01,,RAWHIDE NORTH SITE,82716.0,rural
560050897,Dry Fork Site DF-4,44.3155,-105.4386,1394.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Dry Fork Coal Company,2012-06-29,,Dry Fork Mine Site 4,82716.0,rural
560050898,Belle Ayr Ranch House Monitor,44.141083,-105.460618,1400.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Eagle Specialty Materials, Belle Ayr Mine",2013-10-01,,Belle Ayr Ranch House 805' E HWY 59,82718.0,rural
560050900,AMAX EAGLE BUTTE SITE EB-5 SOUTHEAST OF MINING ACTIVITY,44.394263,-105.530127,1369.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Eagle Specialty Materials, Eagle Butte Mine",1993-09-16,,AMAX EAGLE BUTTE MINE EB-5 OLD RURAL,82716.0,rural
560050907,Black Thunder Site 12,43.624764,-105.214644,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,1997-06-01,,Black Thunder Mine Site 12 Met Teom,82718.0,rural
560050908,Caballo Mine Site CB-9,44.152375,-105.323752,0.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Peabody Cabellero Mining, LLC",1997-07-15,,CABALLO C-9,82718.0,rural
560051002,Gillette SLAMS site,44.288005,-105.517022,1382.0,Wyoming,Campbell,Gillette,COMMERCIAL,URBAN AND CENTER CITY,"Wyoming Air Quality Division, Dept Of Environmental Quality",1978-01-01,,Gillette - 1000 West 8th,82716.0,urban-centre
560051003,Cordero Rojo Site W-11,44.018505,-105.405232,1471.208,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Navajo Transitional Energy Company, Cordero Rojo Mine",2011-06-10,, Cordero Rojo CRM-W11 Hilight Road,82718.0,rural
560051009,Cordero Rojo Site S-11,43.957055,-105.348153,1436.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,"Navajo Transitional Energy Company, Cordero Rojo Mine",2011-06-10,, Cordero Rojo CRM-S11,82718.0,rural
560051111,NARM Meteorological Station,43.535435,-105.256646,4751.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Powder River Coal Company,2008-01-01,,NARM Met Station,82718.0,rural
560051112,Coal Creek Mine Meteorological Station,43.956074,-105.286191,4706.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,2008-01-01,,Coal Creek Mine Met Station,82718.0,rural
560051115,Black Thunder Admin Met Station,43.701242,-105.292881,4680.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Thunder Basin Coal Company,2008-01-01,,Black Thunder Met Station,82718.0,rural
560051879,Dry Fork Site DF-2,44.378106,-105.421286,1354.0,Wyoming,Campbell,Not in a City,INDUSTRIAL,RURAL,Dry Fork Coal Company,2008-04-01,,Dry Fork Site DF-2,82716.0,rural
